HRJ_001
Date:,2017/04/10
Time:,15:42:08
Type:,test20130709
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,r_knee,,,r_ankle,,,r_shoe up,,,r_shoe down,,,Gra
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
83,582.717957,526.787598,529.261902,556.430115,441.088684,243.746735,423.078125,329.702087,47.896641,465.564636,321.764099,82.074478,460.004272,223.421005,1176.562012
84,585.310425,536.150330,525.929993,557.709595,445.457825,241.758194,422.860687,330.085358,48.391338,465.303223,322.374237,82.719727,459.366943,236.771286,1174.707397
85,588.481201,547.370239,521.281128,559.112610,450.522369,239.264938,422.572449,330.567230,49.030022,464.956818,323.118713,83.521172,458.621277,253.602844,1172.511108
86,592.007751,559.804626,515.365479,560.475830,455.931122,236.425842,422.213806,331.127991,49.789219,464.527954,323.955170,84.439995,457.838989,273.245728,1170.101440
87,595.596863,572.828491,508.402283,561.651672,461.372833,233.450668,421.788666,331.740814,50.635639,464.024414,324.836334,85.431389,457.106415,294.894257,1167.617188
88,598.945251,585.941711,500.738800,562.554871,466.617828,230.542679,421.304871,332.377258,51.540703,463.461334,325.719543,86.458611,456.509125,317.823792,1165.205566
89,601.799316,598.758667,492.793091,563.174622,471.511658,227.864487,420.774841,333.013763,52.494667,462.862152,326.570435,87.506592,456.120850,341.493286,1163.015991
90,604.001831,610.965088,484.994080,563.550659,475.967651,225.530029,420.218903,333.635498,53.515751,462.258881,327.365417,88.594170,455.995789,365.558258,1161.179565
91,605.511353,622.296509,477.727234,563.734924,479.961121,223.615295,419.669800,334.235229,54.654469,461.692902,328.097321,89.778778,456.164642,389.833344,1159.791504
92,606.386658,632.558533,471.300842,563.761536,483.518555,222.180603,419.170990,334.812408,55.994888,461.214417,328.785431,91.152122,456.633575,414.239380,1158.907349
93,606.742126,641.667969,465.938293,563.639221,486.703949,221.297012,418.770844,335.379883,57.654369,460.880890,329.482025,92.835373,457.385162,438.757721,1158.549316
94,606.698120,649.679382,461.785492,563.362671,489.606689,221.064621,418.519653,335.977844,59.782238,460.755463,330.270386,94.977859,458.383820,463.402161,1158.718018
95,606.347717,656.779297,458.922638,562.932007,492.337280,221.611984,418.470490,336.680298,62.554062,460.899292,331.258606,97.750435,459.585052,488.205933,1159.405884
96,605.749207,663.254028,457.380585,562.366150,495.028839,223.078888,418.673401,337.587463,66.157913,461.357544,332.577606,101.327621,460.945038,513.216064,1160.605957
97,604.939941,669.447510,457.160889,561.701477,497.836548,225.592392,419.160889,338.820099,70.773598,462.148041,334.384216,105.867180,462.427582,538.489502,1162.310425
98,603.960571,675.717957,458.251190,560.981079,500.933716,229.241135,419.936676,340.525177,76.552002,463.258606,336.863403,111.496643,464.007599,564.088501,1164.502808
99,602.874878,682.402222,460.627686,560.248230,504.509216,234.055969,420.977325,342.881073,83.602364,464.654144,340.222961,118.304680,465.670074,590.074463,1167.150879
100,601.772522,689.797119,464.246063,559.546997,508.765106,240.009384,422.243011,346.094666,91.987137,466.290619,344.680359,126.333290,467.404816,616.500244,1170.203003
101,600.753113,698.157349,469.028046,558.927002,513.911011,247.030273,423.692413,350.390900,101.719330,468.131165,350.447327,135.572083,469.201691,643.403381,1173.590210
102,599.900208,707.700806,474.849487,558.449829,520.158569,255.015793,425.299561,355.997162,112.761307,470.159393,357.716217,145.955597,471.047577,670.801270,1177.229248
103,599.261719,718.615112,481.534515,558.193909,527.718567,263.831421,427.067871,363.128601,125.026749,472.387146,366.650848,157.364929,472.924072,698.687866,1181.025146
104,598.845276,731.066345,488.859863,558.252380,536.798950,273.305298,429.034454,371.976685,138.386780,474.855896,377.385620,169.635056,474.804260,727.032166,1184.874512
105,598.629150,745.207703,496.565826,558.724304,547.602356,283.224670,431.263641,382.702148,152.679840,477.629730,390.031219,182.567291,476.648254,755.778503,1188.666138
106,598.583618,761.186340,504.363647,559.702087,560.325195,293.337555,433.832642,395.434937,167.719620,480.779938,404.680817,195.941498,478.402283,784.850281,1192.283569
107,598.691406,779.148987,511.936768,561.259277,575.153503,303.360535,436.814575,410.275330,183.294800,484.367279,421.412079,209.522461,480.004089,814.157410,1195.608643
108,598.958618,799.247925,518.942322,563.434814,592.249390,312.992157,440.263855,427.286102,199.161850,488.427948,440.277130,223.060638,481.392365,843.607117,1198.526123
109,599.415405,821.640625,525.023315,566.217102,611.731628,321.928680,444.203949,446.468964,215.035355,492.962738,461.274689,236.292923,482.514252,873.111877,1200.928223
110,600.104309,846.478455,529.832275,569.535400,633.664124,329.882843,448.612762,467.728760,230.579819,497.922668,484.308258,248.949356,483.326996,902.597168,1202.712769
111,601.057922,873.890503,533.058838,573.264526,658.055969,336.610840,453.398621,490.844910,245.408051,503.183472,509.147797,260.769806,483.798462,932.006104,1203.781006
112,602.273132,903.970215,534.451660,577.235779,684.864075,341.947510,458.362793,515.488647,259.097290,508.510925,535.432800,271.532623,483.913605,961.294434,1204.038086
113,603.702515,936.763733,533.833008,581.245605,713.996948,345.838318,463.163635,541.325378,271.232574,513.535522,562.763428,281.087830,483.681427,990.424805,1203.393921
114,605.273315,972.256104,531.110291,585.066833,745.335510,348.349945,467.325928,568.190002,281.465637,517.772461,590.878357,289.373199,483.135712,1019.367676,1201.763428
115,606.920593,1010.351501,526.289978,588.468933,778.772583,349.643616,470.329163,596.226624,289.563049,520.708008,619.815674,296.397430,482.332794,1048.105835,1199.066284
116,608.611511,1050.858398,519.489868,591.247864,814.245361,349.910126,471.752136,625.864441,295.422852,521.928589,649.922363,302.202332,481.349060,1076.635254,1195.228760
117,610.344666,1093.500488,510.937683,593.253052,851.732239,349.295227,471.414551,657.633728,299.051575,521.242126,681.709534,306.822266,480.274841,1104.959961,1190.191162
118,612.126526,1137.960205,500.952393,594.408203,891.228760,347.860016,469.461304,691.961975,300.520172,518.751343,715.678589,310.251495,479.205597,1133.079590,1183.921753
119,613.931274,1183.939331,489.918274,594.734131,932.741577,345.596344,466.354431,729.078979,299.934204,514.856201,752.216858,312.431671,478.236023,1160.968140,1176.439087
120,615.660889,1231.214355,478.266632,594.370667,976.305847,342.479126,462.775787,769.046936,297.436829,510.191772,791.570679,313.268951,477.460449,1188.555298,1167.840088
121,617.126221,1279.678955,466.473297,593.577087,1022.005188,338.521881,459.486969,811.843018,293.228088,505.526581,833.861084,312.675293,476.977936,1215.720215,1158.332031
122,618.062134,1329.366211,455.070526,592.691467,1069.976563,333.816803,457.198090,857.420227,287.574158,501.646362,879.113647,310.615173,476.893433,1242.302368,1148.255005
123,618.171997,1380.437378,444.663116,592.049744,1120.396240,328.552856,456.467285,905.724976,280.791962,499.236847,927.283875,307.134949,477.308411,1268.128662,1138.084351
124,617.184082,1433.120972,435.932129,591.891418,1173.446899,323.009399,457.633850,956.692017,273.215363,498.784607,978.273621,302.368073,478.305542,1293.053467,1128.399048
125,614.894165,1487.604980,429.609009,592.292542,1229.267456,317.527954,460.789673,1010.241089,265.164276,500.514099,1031.946045,296.527466,479.935455,1317.002930,1119.800537
126,611.185181,1543.913940,426.411621,593.154236,1287.896118,312.483826,465.792725,1066.279053,256.935120,504.372681,1088.142822,289.899689,482.207001,1340.003784,1112.778809
127,606.029541,1601.823730,426.959167,594.242493,1349.224854,308.279510,472.314850,1124.698730,248.817551,510.064575,1146.694336,282.846222,485.079132,1362.166992,1107.581299
128,599.485901,1660.850464,431.712158,595.245422,1412.975952,305.355957,479.908356,1185.363403,241.128006,517.123108,1207.410034,275.808289,488.457001,1383.638794,1104.178589
129,591.693970,1720.309937,440.965149,595.824097,1478.697998,304.209076,488.078461,1248.075928,234.241928,524.997009,1270.052612,269.306671,492.197174,1404.565796,1102.359985
130,582.863098,1779.410156,454.864899,595.663452,1545.770752,305.404419,496.349274,1312.546021,228.605911,533.132813,1334.308105,263.927063,496.124878,1425.088623,1101.883545
131,573.246338,1837.344727,473.407623,594.535583,1613.424561,309.569122,504.311310,1378.375000,224.725693,541.041382,1399.765991,260.288818,500.062103,1445.347656,1102.580078
132,563.104065,1893.372559,496.417053,592.362122,1680.791138,317.327820,511.645203,1445.057373,223.133942,548.340332,1465.914307,259.001587,503.853516,1465.487305,1104.378174
133,552.675781,1946.885620,523.542358,589.236328,1746.993652,329.182770,518.124146,1511.998047,224.340759,554.764832,1532.152100,260.615570,507.378571,1485.650879,1107.285889
134,542.172974,1997.454224,554.298279,585.379578,1811.242554,345.396637,523.599792,1578.538208,228.774734,560.151672,1597.816406,265.572479,510.549255,1505.971558,1111.363525
135,531.783386,2044.835693,588.129272,581.046997,1872.898804,365.946960,527.984375,1643.985474,236.733582,564.413147,1662.212769,274.167969,513.299866,1526.562378,1116.704590
136,521.666077,2088.950439,624.460205,576.430542,1931.488525,390.560333,531.241089,1707.641113,248.360458,567.519165,1724.646484,286.530701,515.572937,1547.509521,1123.417725
137,511.936493,2129.844971,662.717957,571.614563,1986.683594,418.785614,533.389709,1768.821167,263.646454,569.493469,1784.453491,302.620911,517.307434,1568.868774,1131.611328
138,502.659271,2167.657227,702.335449,566.603210,2038.270752,450.069794,534.517029,1826.876099,282.449982,570.420715,1841.031738,322.254456,518.437134,1590.661865,1141.375366
139,493.852020,2202.591064,742.754089,561.383728,2086.125732,483.817230,534.773682,1881.211426,304.528961,570.445679,1893.864502,345.146149,518.902954,1612.878418,1152.760498
140,485.493896,2234.897217,783.428406,555.973694,2130.198486,519.425598,534.350891,1931.309692,329.571838,569.753784,1942.531372,370.949341,518.671326,1635.480225,1165.757446
141,477.536469,2264.855469,823.828186,550.435364,2170.504883,556.298767,533.450928,1976.757446,357.207336,568.539673,1986.714722,399.270264,517.753357,1658.404053,1180.281128
