HRJ_003
Date:,2017/04/10
Time:,15:42:25
Type:,test20130709
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,r_knee,,,r_ankle,,,r_shoe up,,,r_shoe down,,,Gra
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
103,786.776367,2049.116455,377.461426,775.934570,1777.429810,289.969788,684.001038,1531.742432,318.777496,725.915100,1562.902466,336.823853,690.072021,1721.093872,1061.703003
104,782.542175,2087.701416,395.186279,777.518738,1820.649902,298.446716,692.683044,1571.504517,320.501953,733.934326,1603.108887,339.079468,691.939453,1732.702026,1064.167847
105,776.803650,2134.844482,419.468140,779.097961,1874.511475,310.588715,703.185120,1621.645508,323.185364,743.518921,1653.672974,342.660126,694.173828,1747.218262,1067.460083
106,769.587036,2187.831787,450.266052,780.371460,1936.447021,326.746735,714.854065,1680.121094,327.087463,754.018494,1712.454834,347.887970,696.636780,1764.059692,1071.593506
107,761.011353,2243.539795,487.103851,781.039185,2003.317993,347.123840,726.952393,1744.361084,332.535858,764.730591,1776.784424,355.106873,699.183228,1782.581665,1076.595093
108,751.267822,2299.082275,529.197998,780.870789,2072.080078,371.761780,738.792969,1811.824829,339.923187,775.037842,1844.034790,364.671326,701.685059,1802.243774,1082.523926
109,740.616943,2352.143066,575.556396,779.750000,2140.137207,400.519897,749.802673,1880.261475,349.675171,784.464600,1911.895020,376.920654,704.036682,1822.663574,1089.468506
110,729.381287,2401.106689,625.065857,777.695007,2205.474609,433.076569,759.557556,1947.781982,362.206818,792.694519,1978.454956,392.148041,706.153015,1843.608765,1097.545288
111,717.909790,2445.065674,676.569519,774.848145,2266.661133,468.956818,767.804382,2012.836670,377.884644,799.569763,2042.194824,410.576416,707.964844,1864.966553,1106.905273
112,706.524658,2483.748535,728.934265,771.426697,2322.778809,507.573029,774.477844,2074.161865,396.998108,805.078247,2101.934570,432.351349,709.411255,1886.708984,1117.735962
113,695.480225,2517.400635,781.109436,767.658752,2373.332764,548.266785,779.704773,2130.730469,419.738007,809.333069,2156.776611,457.542511,710.437988,1908.857788,1130.239624
114,684.947876,2546.643066,832.170471,763.738586,2418.166992,590.349365,783.761230,2181.719482,446.182251,812.538635,2206.064453,486.135468,711.001709,1931.455566,1144.588257
115,675.021667,2572.331055,881.338257,759.819946,2457.385742,633.138245,786.979370,2226.506592,476.287018,814.937561,2249.363525,518.017578,711.078247,1954.543213,1160.877441
116,665.738464,2595.424805,927.972839,756.034851,2491.288086,675.987427,789.654907,2264.700439,509.881317,816.754822,2286.459717,552.973267,710.674377,1978.144531,1179.102173
117,657.104980,2616.874512,971.551270,752.512390,2520.306885,718.306335,791.995728,2296.185547,546.666138,818.158813,2317.370117,590.690979,709.840881,2002.256104,1199.160522
118,649.125122,2637.525391,1011.637207,749.380005,2544.961670,759.564880,794.107361,2321.157715,586.217468,819.243042,2342.347412,630.773804,708.675720,2026.844116,1220.879272
119,641.822632,2658.057861,1047.845825,746.754150,2565.827637,799.280151,795.997192,2340.122559,627.993225,820.023621,2361.868408,672.740417,707.314880,2051.846191,1244.046387
120,635.257019,2678.956299,1079.812256,744.734741,2583.515869,836.987488,797.599243,2353.853760,671.337891,820.452759,2376.614990,716.003662,705.915100,2077.171387,1268.434326
121,629.527893,2700.500732,1107.174194,743.403015,2598.655273,872.206970,798.817993,2363.327393,715.472229,820.455933,2387.452148,759.834167,704.635315,2102.693848,1293.808472
122,624.764221,2722.774414,1129.579712,742.817932,2611.867432,904.422485,799.582703,2369.653320,759.472534,819.991821,2395.384766,803.332703,703.618958,2128.252686,1319.924927
123,621.096924,2745.678711,1146.725708,743.011353,2623.734131,933.087830,799.903503,2373.989746,802.264099,819.107544,2401.488770,845.431946,702.982605,2153.666260,1346.528076
