ZHN_007
Date:,2017/04/10
Time:,14:30:40
Type:,test20130709
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,r_knee,,,r_ankle,,,r_shoe up,,,r_shoe down,,,Gra
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
39,2320.874023,-491.113739,415.416504,2394.745361,-633.263000,168.401764,2435.012695,-765.596619,85.377510,2406.561035,-795.197449,49.436344,2408.471680,-836.714417,1027.400269
40,2323.178955,-492.092346,417.256317,2395.415771,-633.313721,168.956665,2434.900635,-765.489868,85.631126,2406.452881,-795.139282,49.754860,2407.161865,-834.557983,1031.736206
41,2326.063721,-493.706116,420.011841,2396.342529,-633.375854,169.880005,2434.793945,-765.277283,86.106316,2406.354980,-795.022156,50.322189,2405.500732,-831.837402,1037.631348
42,2329.431641,-496.084167,423.803375,2397.509521,-633.451172,171.258743,2434.696777,-764.911865,86.891945,2406.278076,-794.815796,51.227757,2403.548096,-828.668518,1045.082397
43,2333.183350,-499.321167,428.718323,2398.866455,-633.546387,173.182449,2434.591797,-764.332581,88.097122,2406.216309,-794.476624,52.580605,2401.379883,-825.198975,1054.020874
44,2337.243408,-503.470154,434.826233,2400.342773,-633.671143,175.759567,2434.438965,-763.460571,89.851028,2406.144531,-793.943298,54.513397,2399.069336,-821.573792,1064.354370
45,2341.564453,-508.536682,442.187500,2401.865479,-633.829407,179.125687,2434.178223,-762.194397,92.301880,2406.017578,-793.132080,57.185303,2396.678223,-817.916260,1075.987183
46,2346.115234,-514.478455,450.852722,2403.377441,-634.005676,183.433868,2433.731201,-760.405823,95.614639,2405.766357,-791.932434,60.782059,2394.257813,-814.319580,1088.829834
47,2350.862549,-521.203552,460.850555,2404.837891,-634.151001,188.831924,2432.996338,-757.944824,99.966255,2405.291260,-790.207886,65.511124,2391.856201,-810.846985,1102.798340
48,2355.759766,-528.561768,472.166626,2406.203613,-634.179504,195.435303,2431.842285,-754.654175,105.537399,2404.451660,-787.806580,71.591316,2389.526367,-807.538757,1117.806641
49,2360.746582,-536.342529,484.723328,2407.398193,-633.977112,203.300980,2430.108398,-750.393433,112.498131,2403.063965,-784.580566,79.235573,2387.333008,-804.420166,1133.756836
50,2365.753662,-544.289001,498.370331,2408.298584,-633.420166,212.408569,2427.621826,-745.064819,120.985695,2400.913818,-780.407532,88.625641,2385.355225,-801.504639,1150.528320
51,2370.709229,-552.123108,512.886902,2408.748291,-632.395386,222.653870,2424.230469,-738.639282,131.076172,2397.788086,-775.213196,99.879181,2383.683105,-798.791626,1167.967041
52,2375.543945,-559.572937,527.996094,2408.595215,-630.816650,233.857651,2419.847656,-731.183533,142.749924,2393.520752,-768.998230,113.008553,2382.410156,-796.263794,1185.875244
53,2380.188477,-566.396423,543.388550,2407.746094,-628.644104,245.786362,2414.491455,-722.890076,155.852722,2388.043213,-761.870850,127.871590,2381.621582,-793.887573,1204.009399
54,2384.563721,-572.395691,558.752014,2406.215332,-625.908997,258.179169,2408.307129,-714.096680,170.069992,2381.425781,-754.075684,144.130096,2381.381592,-791.617737,1222.086792
55,2388.566162,-577.418823,573.801453,2404.137939,-622.734314,270.774445,2401.558105,-705.270264,184.940567,2373.899414,-745.995789,161.247467,2381.722412,-789.407104,1239.803345
56,2392.060547,-581.356689,588.302185,2401.728271,-619.330322,283.329407,2394.583740,-696.938171,199.918350,2365.834473,-738.105042,178.542389,2382.638916,-787.217346,1256.859497
57,2394.891846,-584.148804,602.080627,2399.194092,-615.958557,295.632294,2387.721436,-689.571777,214.463638,2357.670654,-730.867065,195.289658,2384.082275,-785.027161,1272.990112
58,2396.915527,-585.804382,615.017273,2396.645752,-612.865479,307.507965,2381.216553,-683.451843,228.139755,2349.809326,-724.604126,210.854187,2385.958008,-782.836121,1287.990479
59,2398.037598,-586.426514,627.029053,2394.055176,-610.197266,318.817383,2375.175049,-678.580566,240.684341,2342.521973,-719.399597,224.819473,2388.136475,-780.665955,1301.733154
60,2398.236328,-586.214661,638.058472,2391.283447,-607.933594,329.453278,2369.579346,-674.705261,252.014282,2335.926758,-715.099731,237.031830,2390.470215,-778.557861,1314.165161
61,2397.564697,-585.426147,648.076355,2388.158936,-605.887878,339.337738,2364.351074,-671.434692,262.154144,2330.018066,-711.405029,247.531494,2392.812012,-776.565247,1325.286987
62,2396.151123,-584.305176,657.082214,2384.560547,-603.783691,348.420654,2359.395264,-668.358948,271.148041,2324.708984,-707.973877,256.448212,2395.028809,-774.745361,1335.124146
63,2394.193848,-583.019836,665.095398,2380.477051,-601.357178,356.672272,2354.615479,-665.122131,279.021179,2319.855225,-704.489075,263.940796,2397.007080,-773.152039,1343.704956
64,2391.932861,-581.643799,672.143860,2376.006348,-598.425171,364.072296,2349.916260,-661.461304,285.787994,2315.267822,-700.693359,270.177856,2398.663818,-771.829773,1351.051514
65,2389.597656,-580.180115,678.253113,2371.304688,-594.902344,370.602997,2345.207764,-657.230347,291.471191,2310.734863,-696.414917,275.328827,2399.952637,-770.808350,1357.182495
66,2387.355225,-578.597473,683.437683,2366.519043,-590.789856,376.249786,2340.417969,-652.404419,296.116272,2306.059326,-691.585388,279.555603,2400.868408,-770.099487,1362.120361
67,2385.287842,-576.857849,687.701050,2361.746582,-586.157898,381.003906,2335.496826,-647.061340,299.793091,2301.101807,-686.239197,283.003723,2401.444824,-769.696777,1365.899170
68,2383.401367,-574.933777,691.046082,2357.034424,-581.128723,384.861847,2330.420410,-641.347839,302.582886,2295.798828,-680.490112,285.786926,2401.746338,-769.578674,1368.568115
69,2381.652588,-572.811646,693.481628,2352.396973,-575.858459,387.822998,2325.199463,-635.445251,304.560425,2290.164795,-674.497742,287.965271,2401.856934,-769.712280,1370.192383
70,2379.974609,-570.486023,695.020752,2347.831055,-570.516479,389.887512,2319.882813,-629.539368,305.777374,2284.288818,-668.439148,289.529480,2401.865479,-770.057678,1370.849243
71,2378.297852,-567.958618,695.676636,2343.323242,-565.262695,391.054901,2314.548584,-623.792786,306.250946,2278.327393,-662.487427,290.404877,2401.854492,-770.570435,1370.620361
72,2376.559814,-565.243835,695.460938,2338.856934,-560.225647,391.322601,2309.287598,-618.323853,305.964600,2272.481689,-656.793823,290.476990,2401.892822,-771.202209,1369.581299
73,2374.716309,-562.370972,694.383179,2334.430420,-555.485291,390.685455,2304.194092,-613.198792,304.881897,2266.956055,-651.466309,289.627869,2402.030762,-771.901306,1367.790405
74,2372.747559,-559.380310,692.450867,2330.076172,-551.065125,389.133606,2299.360840,-608.434143,302.961670,2261.912598,-646.552002,287.769043,2402.297607,-772.615417,1365.280518
