HLL_002
Date:,2017/04/11
Time:,09:58:21
Type:,test20130709
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,r_knee,,,r_ankle,,,r_shoe up,,,r_shoe down,,,Gra
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
76,1641.135132,-794.549622,342.614960,1662.387939,-1020.618225,289.334686,1632.839600,-1171.988159,303.575653,1605.909424,-1211.282471,302.565857,1511.607910,-860.288086,996.232300
77,1636.562378,-769.585632,343.048248,1657.595459,-995.350037,289.684753,1627.532104,-1149.086914,303.105774,1600.750854,-1188.266235,300.320953,1509.355835,-849.149475,995.711548
78,1630.761230,-738.107361,344.455841,1651.534302,-963.301819,289.998810,1620.890015,-1119.827759,301.679016,1594.328003,-1158.806763,296.714752,1506.484619,-835.039368,995.275574
79,1623.946045,-701.403259,347.225311,1644.441162,-925.657593,290.197662,1613.213989,-1085.159668,298.927948,1586.941772,-1123.828125,291.487152,1503.071777,-818.464661,995.062256
80,1616.390503,-661.091858,351.669067,1636.612671,-883.901001,290.205658,1604.867920,-1046.289429,294.553589,1578.938843,-1084.510376,284.456512,1499.198975,-800.036621,995.208923
81,1608.367432,-618.758057,357.965942,1628.333008,-839.447449,289.960907,1596.194824,-1004.358459,288.361450,1570.620850,-1041.961792,275.535278,1494.923828,-780.307983,995.832336
82,1600.120728,-575.764954,366.133331,1619.836548,-793.461426,289.416504,1587.468018,-960.279968,280.269653,1562.201538,-997.058655,264.733459,1490.275269,-759.698730,997.018921
83,1591.853638,-533.186279,376.028778,1611.292603,-746.799744,288.534271,1578.868408,-914.682068,270.303711,1553.797363,-950.399292,252.150528,1485.264648,-738.481201,998.819885
84,1583.727051,-491.812225,387.375885,1602.806641,-700.028931,287.276123,1570.476685,-867.921753,258.586090,1545.438232,-902.327148,237.961639,1479.900024,-716.800171,1001.250366
85,1575.862915,-452.186127,399.798706,1594.429077,-653.479980,285.600922,1562.280518,-820.141968,245.323547,1537.086060,-852.990295,222.405960,1474.200073,-694.709290,1004.291382
