HLL_004
Date:,2017/04/11
Time:,09:58:33
Type:,test20130709
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,r_knee,,,r_ankle,,,r_shoe up,,,r_shoe down,,,Gra
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
19,1961.739502,-786.119019,419.721008,1991.145386,-998.145569,296.624390,1974.762817,-1140.335571,264.281006,1944.719482,-1177.762573,263.713867,1800.583984,-696.561951,1033.233887
20,1960.954102,-765.506836,417.116516,1991.291748,-979.476685,299.257874,1976.012695,-1121.434570,270.429810,1946.497925,-1159.298706,270.974579,1797.996094,-683.845093,1032.633545
21,1959.970337,-739.175171,413.541931,1991.373535,-955.355713,302.295288,1977.227783,-1097.468750,277.682281,1948.258057,-1135.764893,279.239380,1794.713257,-667.921143,1031.511108
22,1958.809692,-707.962891,409.035431,1991.315796,-926.426941,305.477051,1978.135254,-1069.223877,285.501221,1949.645020,-1107.883057,287.757416,1790.853638,-649.466003,1029.741455
23,1957.473267,-672.918274,403.737976,1991.023804,-893.549866,308.528473,1978.439575,-1037.578613,293.304871,1950.299805,-1076.485107,295.774994,1786.562622,-629.275146,1027.260986
24,1955.919189,-635.001770,397.872192,1990.391235,-857.532654,311.194519,1977.879395,-1003.237732,300.561188,1949.950073,-1042.261108,302.667969,1781.975708,-608.072388,1024.088501
25,1954.053711,-594.949280,391.718445,1989.309448,-819.002869,313.255615,1976.278198,-966.664246,306.826935,1948.472778,-1005.696411,307.984436,1777.204468,-586.420410,1020.327820
26,1951.734741,-553.247375,385.594299,1987.674316,-778.388977,314.549896,1973.575684,-928.129272,311.758820,1945.910156,-967.111816,311.435486,1772.335083,-564.696045,1016.152466
27,1948.788452,-510.177368,379.839264,1985.387207,-735.962646,315.000305,1969.828857,-887.794495,315.110077,1942.437500,-926.725403,312.865295,1767.433105,-543.103088,1011.775208
28,1945.033936,-465.893433,374.802643,1982.356567,-691.897095,314.628693,1965.186157,-845.775391,316.720215,1938.297241,-884.692749,312.219604,1762.548706,-521.707703,1007.408264
29,1940.305786,-420.508759,370.829773,1978.502563,-646.320679,313.545013,1959.843262,-802.174377,316.504028,1933.728271,-841.125122,309.518738,1757.719604,-500.486420,1003.226807
30,1934.465210,-374.165222,368.249329,1973.763062,-599.359436,311.915527,1953.994751,-757.097290,314.439880,1928.915283,-796.102173,304.834473,1752.969360,-479.374542,999.350891
31,1927.405518,-327.069824,367.363037,1968.097534,-551.159912,309.926697,1947.800171,-710.660034,310.555481,1923.963379,-749.683044,298.270844,1748.298218,-458.296570,995.853027
32,1919.060425,-279.499207,368.431976,1961.486816,-501.893890,307.755493,1941.365234,-662.980957,304.914429,1918.887329,-701.913696,289.952332,1743.669922,-437.172913,992.780640
33,1909.416382,-231.787888,371.651672,1953.930420,-451.751312,305.545807,1934.733154,-614.161865,297.606628,1913.615112,-652.830383,280.021515,1739.004883,-415.918030,990.177002
34,1898.523315,-184.311218,377.115692,1945.438965,-400.929016,303.389130,1927.880737,-564.270447,288.742950,1908.007324,-602.457581,268.637268,1734.184692,-394.441986,988.093445
35,1886.496582,-137.464157,384.782135,1936.025879,-349.618561,301.315063,1920.719727,-513.333435,278.453400,1901.881470,-550.803284,255.968460,1729.066406,-372.655457,986.591858
36,1873.510132,-91.635582,394.458527,1925.702026,-297.997101,299.296539,1913.104736,-461.342834,266.885315,1895.031250,-497.858337,242.185440,1723.500488,-350.473846,985.738403
37,1859.784180,-47.184696,405.812683,1914.477417,-246.224976,297.267456,1904.845459,-408.271912,254.201080,1887.237549,-443.604034,227.456299,1717.348511,-327.821075,985.593140
38,1845.568481,-4.423590,418.402588,1902.364502,-194.450897,295.146179,1895.725708,-354.094971,240.578079,1878.277832,-388.024750,211.952896,1710.498779,-304.632416,986.200134
39,1831.120972,36.394958,431.714966,1889.383423,-142.822830,292.857056,1885.524780,-298.807648,226.213898,1867.937622,-331.125397,195.864807,1702.880005,-280.856964,987.580200
40,1816.687012,75.086174,445.204895,1875.566650,-91.499840,290.344055,1874.036133,-242.450027,211.331772,1856.023926,-272.954651,179.412064,1694.474121,-256.463409,989.726379
41,1802.486206,111.538025,458.334534,1860.962524,-40.663372,287.576630,1861.082275,-185.132263,196.182327,1842.378662,-213.632767,162.852264,1685.326782,-231.447815,992.601746
42,1788.704224,145.713120,470.610138,1845.636597,9.474375,284.551453,1846.525879,-127.058090,181.044434,1826.892334,-153.380508,146.485214,1675.549683,-205.839630,996.141541
43,1775.488403,177.649338,481.613892,1829.672241,58.667568,281.292419,1830.286255,-68.545792,166.227676,1809.517212,-92.544472,130.654297,1665.310547,-179.702316,1000.256958
44,1762.942261,207.458084,491.026276,1813.169434,106.639229,277.847626,1812.360107,-10.047138,152.068253,1790.282715,-31.617426,115.735748,1654.815063,-153.130341,1004.841003
45,1751.121094,235.319702,498.638672,1796.246338,153.086899,274.283356,1792.840942,47.843822,138.907501,1769.309692,28.752668,102.108475,1644.287964,-126.244766,1009.775635
46,1740.027832,261.476746,504.355896,1779.037598,197.690582,270.674774,1771.930176,104.403717,127.053810,1746.826416,87.775200,90.106613,1633.957275,-99.185150,1014.938416
47,1729.611938,286.225433,508.188721,1761.693848,240.123383,267.091644,1749.938721,158.818512,116.737144,1723.179321,144.558167,79.964706,1624.038452,-72.094940,1020.203308
48,1719.771606,309.902740,510.238434,1744.380127,280.067596,263.581940,1727.275879,210.245010,108.068665,1698.829834,198.177231,71.769127,1614.721191,-45.102497,1025.434326
49,1710.362915,332.863403,510.677307,1727.273071,317.238953,260.159027,1704.425415,257.885742,101.018585,1674.327393,247.761108,65.433594,1606.157104,-18.305012,1030.477905
50,1701.213745,355.446381,509.723999,1710.554443,351.416840,256.798523,1681.910400,301.065247,95.424637,1650.266602,292.576172,60.713352,1598.443481,8.239085,1035.159668
51,1692.142578,377.937439,507.612305,1694.399048,382.473969,253.444229,1660.252930,339.295929,91.034378,1627.239380,332.094513,57.257416,1591.608154,34.509167,1039.289185
52,1682.978882,400.537201,504.559479,1678.963379,410.399170,250.017090,1639.932861,372.324982,87.569130,1605.790894,366.035797,54.682217,1585.606079,60.515709,1042.671021
53,1673.587769,423.343964,500.742493,1664.377686,435.306702,246.423752,1621.353149,400.159180,84.785690,1586.385986,394.380127,52.643291,1580.330322,86.290001,1045.124512
54,1663.890869,446.357849,496.288544,1650.742310,457.427368,242.568176,1604.817261,423.058411,82.519127,1569.383667,417.352905,50.890232,1575.634644,111.872704,1046.506592
